file_name,Hypoxic_Mean_DO1,Hypoxic_Mean_DO,Event_Count,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_natural_2km,p_urban_2km,p_other_2km,p_crop_2km,p_wetland_2km,human_share,human_impacted,landuse_group
3292500,1.849794016,1.150205984,2306,38.2114592,-85.7024613,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3293,1.782469565,1.217530435,115,37.518685,115.075585,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3293000,2.404663212,0.595336788,193,38.237293,-85.6646834,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3293500,2.132584326,0.867415674,4951,38.25034895,-85.7166287,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3293510,1.773488338,1.226511662,8032,38.26590398,-85.7207955,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
3293530,2.355227743,0.644772257,161,38.27645917,-85.693573,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
3293532,2.245784148,0.754215852,593,38.2603486,-85.7182954,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
3294,2.427213889,0.572786111,36,38.823736,116.024029,4,Wetland,2,Cropland,0,0,0.333333333,0.333333333,0.333333333,0.333333333,TRUE,Mixed
3294570,2.003569106,0.996430894,1025,38.07812588,-85.8899635,1,Natural vegetation,3,Urban,0.25,0.5,0.25,0,0,0.5,TRUE,Urban-dominated
3295,2.057240857,0.942759143,105,39.678461,119.223129,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3296,1.8296875,1.1703125,16,33.877112,113.779832,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3297,2.05775,0.94225,16,33.93393,113.949926,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3297800,2.430839416,0.569160584,274,37.9911111,-85.6411111,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3297900,2.380943152,0.619056848,387,38.28534776,-85.4674592,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3298,1.971637622,1.028362378,1228,32.089061,114.105024,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3298000,2.07254902,0.92745098,17,38.18840166,-85.460235,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3298135,1.776061174,1.223938826,267,38.19479109,-85.557181,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3298150,2.3078125,0.6921875,16,38.16006729,-85.5421797,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
3298200,2.259722222,0.740277778,72,38.08534216,-85.5549556,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3298250,1.806981982,1.193018018,185,38.0792321,-85.6160683,1,Natural vegetation,1,Natural vegetation,0.666666667,0.333333333,0,0,0,0.333333333,TRUE,Natural-dominated
3298300,2.069207277,0.930792723,2565,38.08756629,-85.642458,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3299,2.6484,0.3516,1,35.222893,113.457855,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3300,1.119649091,1.880350909,33,34.765515,113.753602,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3301900,3,0,3,38.1756242,-85.615237,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3301940,2.158232323,0.841767677,1815,38.1503466,-85.6935714,3,Urban,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
3302,2.576363636,0.423636364,33,36.108471,115.06861,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3302000,1.951771542,1.048228458,588,38.1197916,-85.7957955,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3302030,1.644500846,1.355499154,591,38.05423677,-85.8716296,1,Natural vegetation,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
3302050,2.41557916,0.58442084,2636,38.04693096,-85.8572681,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3302058,2.181818182,0.818181818,22,37.9922222,-85.9220556,1,Natural vegetation,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3303,2.141761302,0.858238698,553,32.673099,112.812864,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3304,2.371943636,0.628056364,11,34.571616,111.478756,1,Natural vegetation,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
3306,2.445473333,0.554526667,45,33.503413,114.574433,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3307,2.558861765,0.441138235,34,32.081175,115.421399,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3310,2.56495,0.43505,40,35.134576,114.605094,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3311,2.465979167,0.534020833,48,34.765515,113.753602,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3313,1.851,1.149,2,36.07964,114.135423,1,Natural vegetation,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
3314,2.339901348,0.660098652,89,32.251659,113.979279,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3315,2.037569721,0.962430279,251,32.780629,114.868435,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3316,2.463766667,0.536233333,9,32.7135129,115.0622929,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3317,2.4755,0.5245,8,34.323191,113.778832,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3319,2.632125,0.367875,16,34.060856,112.972621,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3320,1.954945289,1.045054711,329,32.977274,113.588091,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3321,2.492937391,0.507062609,23,32.895127,114.406066,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3321500,2.540585443,0.459414557,316,37.8583774,-87.4097294,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3322,2.07297131,0.92702869,481,32.128443,115.051424,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3323,1.909746212,1.090253788,264,35.590216,114.907187,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3326,2.0745,0.9255,2,33.722364,113.250862,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
3327,1.920541667,1.079458333,48,34.765515,113.753602,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3328,2.950846667,0.049153333,3,33.27192,113.548952,5,Other,1,Natural vegetation,0.5,0.25,0,0.25,0,0.5,TRUE,Natural-dominated
3330,0.038,2.962,2,32.167866,114.660307,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3332,2.13714186,0.86285814,172,33.203367,115.151458,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3333,1.978333333,1.021666667,3,33.606101,113.763482,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3334,2.194318182,0.805681818,154,34.765515,113.753602,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3335,2.576042941,0.423957059,17,32.635434,113.938979,5,Other,2,Cropland,0.25,0,0.25,0.5,0,0.5,TRUE,Ag-dominated
3336,2.5698,0.4302,15,33.894563,114.636783,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3337,1.835068406,1.164931594,69,33.404611,113.899043,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3338,1.152598256,1.847401744,1720,34.878877,112.497597,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3339,2.246666667,0.753333333,6,34.357765,114.467138,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3340,2.191088,0.808912,125,33.823184,114.243256,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3341,2.231960784,0.768039216,51,32.272325,114.035868,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3342,0.18,2.82,1,33.308204,113.525593,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3345,2.699880952,0.300119048,42,28.467694,119.416539,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3347,2.415358382,0.584641618,173,29.302339,120.08912,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3348,2.31704065,0.68295935,615,30.147737,120.407333,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3350,1.977072617,1.022927383,661,30.267446,120.152791,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3353415,1.916670436,1.083329564,2211,39.88577778,-86.3554444,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3353420,1.900560897,1.099439103,3432,39.8725833,-86.3615278,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3355,2.375422535,0.624577465,71,29.266018,120.051391,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3358,2.26767757,0.73232243,214,30.442504,120.070573,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3363,2.585882353,0.414117647,17,30.225321,120.726949,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3368,1.665,1.335,2,31.123297,119.902583,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3369,2.86,0.14,2,28.670578,121.323929,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3370,2.6521,0.3479,70,30.25332,119.866868,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3371,0.337,2.663,20,28.276705,121.68638,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3375,2.762666667,0.237333333,3,29.071266,119.671617,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3376,2.622416667,0.377583333,36,29.772181,120.238368,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3377,2.53445993,0.46554007,287,29.90894,121.532765,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3378,2.63325,0.36675,4,28.363673,120.690527,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3378500,2.755555556,0.244444444,9,38.130879,-87.941419,2,Cropland,5,Other,0,0,1,0,0,0,FALSE,Mixed
3379,2.378489796,0.621510204,98,28.401983,121.313909,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3381,1.978918282,1.021081718,611,30.788164,121.287508,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3383,2.443528455,0.556471545,246,29.44436,119.931804,3,Urban,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
3384,2.49,0.51,1,28.691077,121.480529,5,Other,1,Natural vegetation,0.25,0.25,0.25,0.25,0,0.5,TRUE,Mixed
3385,0.40557,2.59443,1,28.722889,119.366656,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3386,2.426443299,0.573556701,194,28.440311,119.522168,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3387,2.4945,0.5055,6,29.200956,119.492445,2,Cropland,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
3389,2.214650485,0.785349515,103,28.498534,121.612773,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3390,2.771,0.229,6,29.432919,120.991562,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3392,2.126850515,0.873149485,194,30.012424,122.099384,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3393,2.768285714,0.231714286,7,28.401295,119.958275,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3395,2.560153846,0.439846154,65,18.309346,109.296015,2,Cropland,5,Other,0,0,1,0,0,0,FALSE,Mixed
3397,2.169347826,0.830652174,230,18.435633,108.88035,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3399,2.71,0.29,1,20.03468,110.341344,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3400800,2.298717949,0.701282051,65,36.75230974,-83.2574012,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3401,2.82,0.18,1,19.23792,108.90976,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3402,2.123333333,0.876666667,18,18.868383,110.446856,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3403,2.302271379,0.697728621,1146,18.771022,110.361185,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3405,2.140555556,0.859444444,18,18.899736,110.478603,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3406,2.509452055,0.490547945,73,19.641482,110.90946,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
3407,1.942962963,1.057037037,162,18.517517,110.0638,1,Natural vegetation,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3409,1.872564103,1.127435897,39,18.365332,109.16614,3,Urban,3,Urban,0,0.666666667,0,0.333333333,0,1,TRUE,Urban-dominated
3411,2.00124,0.99876,750,19.619,110.753577,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3413,2.660921986,0.339078014,141,20.001319,110.372868,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3414,2.73,0.27,2,18.272081,109.575045,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3414000,2.703846154,0.296153846,39,36.88395484,-85.1394008,1,Natural vegetation,1,Natural vegetation,0.75,0,0.25,0,0,0,FALSE,Natural-dominated
3414002,2.78,0.22,5,36.88405556,-85.12963889,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3415,2.672777778,0.327222222,72,18.299466,109.537206,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
3416,1.892238806,1.107761194,67,19.107418,110.517393,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
3417,2.391,0.609,20,18.584272,109.899226,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3417500,2.625,0.375,12,36.5542507,-85.5143938,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3418420,1.987096774,1.012903226,31,36.2867558,-85.94079609,1,Natural vegetation,5,Other,0.25,0.25,0.5,0,0,0.25,FALSE,Mixed
3420,2.618333333,0.381666667,12,19.146787,110.324964,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3428180,3,0,1,35.8989535,-86.42554779,3,Urban,3,Urban,0.25,0.5,0,0.25,0,0.75,TRUE,Urban-dominated
3429,2.224138889,0.775861111,36,30.932298,114.664435,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3430,2.783526316,0.216473684,19,32.479431,111.08413,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3430200,2.159987654,0.840012346,675,36.1864446,-86.6327739,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3431083,2.529230769,0.470769231,65,36.16394545,-86.699164,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3431514,1.863636364,1.136363636,22,36.1889717,-86.8283959,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3432,0.084,2.916,26,31.850714,113.318907,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
343233905,2.4,0.6,8,35.89984185,-86.8428894,1,Natural vegetation,3,Urban,0.25,0.5,0,0.25,0,0.75,TRUE,Urban-dominated
3434,1.549833333,1.450166667,12,29.980468,113.915926,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3436,2.457487805,0.542512195,41,30.607998,114.739996,5,Other,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3438,1.959022222,1.040977778,45,29.77652,109.816955,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3439,2.241892857,0.758107143,224,30.926829,113.885347,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3442,2.468857143,0.531142857,7,31.82216,112.710238,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3443,1.9757,1.0243,10,30.925216,113.588349,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3444,1.940809683,1.059190317,599,30.725578,112.839824,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3445,2.564,0.436,11,29.6665,113.329487,5,Other,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3446,2.758,0.242,5,30.691979,113.943238,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3447,2.343834009,0.656165991,222,31.57971,113.115433,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3448,2.226833333,0.773166667,12,30.167878,113.345876,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3452,2.656701765,0.343298235,17,30.254048,114.571771,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3455,2.163836765,0.836163235,68,30.205647,113.846046,5,Other,5,Other,0,0,0.5,0.25,0.25,0.25,FALSE,Mixed
3457,1.264923077,1.735076923,13,30.479428,114.441717,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3458,2.364166667,0.635833333,6,31.062773,113.791446,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3460,2.303833333,0.696166667,12,30.287569,108.9049,3,Urban,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
3462,2.821916667,0.178083333,12,31.706189,113.357381,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3464,2.417772152,0.582227848,79,30.71412,114.353979,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3467,2.778,0.222,5,30.415972,112.858475,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3469,0.01,2.99,1,30.328291,114.606334,3,Urban,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3470,2.871,0.129,10,31.265037,114.468486,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3474,2.345214,0.654786,500,29.936945,114.206491,4,Wetland,4,Wetland,0,0,0,0,1,0,FALSE,Mixed
3477,0.01,2.99,1,30.169848,114.668405,2,Cropland,2,Cropland,0.25,0,0.25,0.5,0,0.5,TRUE,Ag-dominated
3479,0.076666667,2.923333333,3,29.689218,112.635912,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3480,1.846173378,1.153826622,894,30.299189,112.519313,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3481,2.14511236,0.85488764,89,30.958605,114.772146,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3482,1.891885321,1.108114679,436,30.300442,114.134789,5,Other,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3484,2.608142857,0.391857143,28,29.90909,113.688546,3,Urban,2,Cropland,0,0,0.5,0.5,0,0.5,TRUE,Ag-dominated
3487,2.888,0.112,1,31.170363,115.004703,3,Urban,3,Urban,0,0.5,0.25,0.25,0,0.75,TRUE,Urban-dominated
3491,2.129904762,0.870095238,84,30.020142,115.315117,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3492,2.084141509,0.915858491,106,31.121516,115.346493,1,Natural vegetation,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3493,2.805,0.195,5,32.653896,111.205815,5,Other,1,Natural vegetation,0.666666667,0,0.333333333,0,0,0,FALSE,Natural-dominated
3496,2.0914,0.9086,100,29.310533,112.849485,4,Wetland,4,Wetland,0,0,0.333333333,0,0.666666667,0,FALSE,Mixed
3497,0.01,2.99,3,29.254035,113.028626,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3500,2.467992593,0.532007407,27,29.248398,113.492368,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3501,2.415425309,0.584574691,162,29.457415,112.76546,2,Cropland,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
3506,2.577190476,0.422809524,21,26.82305,113.156194,1,Natural vegetation,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3508,1.747635455,1.252364545,33,29.4497926,113.14871,3,Urban,5,Other,0,0.25,0.75,0,0,0.25,FALSE,Mixed
3511,2.129069767,0.870930233,43,29.206544,112.515163,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
3513,1.847549738,1.152450262,191,29.590311,112.238314,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3520,2.405740741,0.594259259,54,28.259883,113.008048,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3523,2.363866667,0.636133333,15,28.52605,112.150471,1,Natural vegetation,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3524,0.067,2.933,1,27.712051,109.609609,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3525,2.923,0.077,1,28.56049,112.812316,3,Urban,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
3526,2.632622222,0.367377778,27,27.215471,112.885768,1,Natural vegetation,1,Natural vegetation,0.5,0,0.5,0,0,0,FALSE,Natural-dominated
3528,2.512692308,0.487307692,26,28.112444,112.98381,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3529,2.986,0.014,1,27.674002,111.421332,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3533,1.648333333,1.351666667,6,33.827571,119.307466,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3534,0.01,2.99,1,25.986252,109.782371,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3539,2.9,0.1,1,28.6460477,112.4147437,5,Other,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
3540,2.81,0.19,6,29.0557678,112.3110917,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3545,2.58414375,0.41585625,48,28.293453,112.958736,3,Urban,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
3548,2.724692308,0.275307692,13,30.839666,111.06395,5,Other,1,Natural vegetation,0.75,0,0.25,0,0,0,FALSE,Natural-dominated
3551,1.164333333,1.835666667,6,27.136894,110.032419,1,Natural vegetation,1,Natural vegetation,0.5,0.25,0,0.25,0,0.5,TRUE,Natural-dominated
3553,2.298396694,0.701603306,121,25.072475,111.846913,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
35541,0.742948718,2.257051282,13,35.90279958,-106.6214241,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3556,2.222666667,0.777333333,15,26.756175,112.751951,2,Cropland,2,Cropland,0,0.333333333,0,0.666666667,0,1,TRUE,Ag-dominated
3572,2.00872,0.99128,8,34.144303,104.847086,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3574,2.185,0.815,4,35.618085,103.237716,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
3583,2.7581024,0.2418976,25,38.370496,102.0513,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3584,2.663345,0.336655,4,35.33874,107.744589,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3589,2.533323864,0.466676136,176,25.346121,117.555685,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3591,2.4833,0.5167,70,23.94656,117.3503,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
3593,2.7901575,0.2098425,8,25.107288,117.555005,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3595,2.733888889,0.266111111,27,24.951791,118.44607,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3596,2.040681818,0.959318182,44,24.46201,117.405013,2,Cropland,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
3597,2.513409091,0.486590909,44,24.567778,117.518239,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
3600,2.679166667,0.320833333,24,25.050703,118.266127,3,Urban,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
3601,2.51358,0.48642,100,26.671964,117.19124,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3603,2.509090323,0.490909677,155,25.92585,118.393076,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3608,2.3426,0.6574,1,27.647798,118.688747,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3610,2.822413793,0.177586207,29,26.548915,117.996231,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3611,2.494659091,0.505340909,176,26.088396,117.10368,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3612,2.685333333,0.314666667,15,26.086997,117.444817,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3612600,2.9125,0.0875,2,37.17921867,-89.058404,5,Other,2,Cropland,0,0,0.25,0.5,0.25,0.5,TRUE,Ag-dominated
3613,2.739285714,0.260714286,14,25.284037,118.383698,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3615,2.84,0.16,1,26.057304,119.209604,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
3619,2.641266667,0.358733333,15,26.100779,119.295144,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3622,2.15982,0.84018,5,26.100779,119.295144,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3623,0.6125,2.3875,4,26.146209,119.107921,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
3624,2.031339695,0.968660305,524,26.326652,118.755979,5,Other,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
3625,1.9744,1.0256,5,25.24576,117.150525,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
